id;idversion_init;idversion_end;file;begin_line;end_line;rule;ruleset;package;class;function;priority;violation;violation_nonumbers;version_init;version_end;date_init;data_end
634;1;13;upload\admin\controller\sale\customer.php;269;594;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleCustomer;;3;The method getList() has 326 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getList() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.1.0.0;2013-04-28;2015-09-27
639;1;13;upload\admin\controller\sale\customer.php;596;940;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleCustomer;;3;The method getForm() has 345 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getForm() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.1.0.0;2013-04-28;2015-09-27
655;1;13;upload\admin\controller\sale\customer_ban_ip.php;113;262;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleCustomerBanIp;;3;The method getList() has 150 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getList() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.1.0.0;2013-04-28;2015-09-27
666;1;13;upload\admin\controller\sale\customer_group.php;113;262;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleCustomerGroup;;3;The method getList() has 150 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getList() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.1.0.0;2013-04-28;2015-09-27
670;1;13;upload\admin\controller\sale\customer_group.php;264;401;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleCustomerGroup;;3;The method getForm() has 138 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getForm() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.1.0.0;2013-04-28;2015-09-27
685;1;0;upload\admin\controller\sale\order.php;185;483;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleOrder;;3;The method getList() has 299 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getList() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
690;1;0;upload\admin\controller\sale\order.php;485;1164;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleOrder;;3;The method getForm() has 680 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getForm() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
694;1;7;upload\admin\controller\sale\order.php;1166;1298;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleOrder;;3;The method validateForm() has 133 lines of code. Current threshold is set to 100. Avoid really long methods.;The method validateForm() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
699;1;0;upload\admin\controller\sale\order.php;1337;1953;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleOrder;;3;The method info() has 617 lines of code. Current threshold is set to 100. Avoid really long methods.;The method info() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
716;1;0;upload\admin\controller\sale\order.php;2340;2556;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleOrder;;3;The method invoice() has 217 lines of code. Current threshold is set to 100. Avoid really long methods.;The method invoice() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
728;1;0;upload\admin\controller\sale\return.php;209;552;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleReturn;;3;The method getList() has 344 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getList() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
733;1;0;upload\admin\controller\sale\return.php;554;860;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleReturn;;3;The method getForm() has 307 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getForm() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
737;1;7;upload\admin\controller\sale\return.php;862;1078;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleReturn;;3;The method info() has 217 lines of code. Current threshold is set to 100. Avoid really long methods.;The method info() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
747;1;0;upload\admin\controller\sale\voucher.php;113;281;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleVoucher;;3;The method getList() has 169 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getList() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
751;1;0;upload\admin\controller\sale\voucher.php;283;478;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleVoucher;;3;The method getForm() has 196 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getForm() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
761;1;0;upload\admin\controller\sale\voucher_theme.php;113;259;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleVoucherTheme;;3;The method getList() has 147 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getList() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
765;1;20;upload\admin\controller\sale\voucher_theme.php;261;371;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSaleVoucherTheme;;3;The method getForm() has 111 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getForm() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;3.0.0.0;2013-04-28;2017-06-19
773;1;0;upload\admin\controller\setting\setting.php;5;1056;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSettingSetting;;3;The method index() has 1052 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
777;1;16;upload\admin\controller\setting\setting.php;1058;1178;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSettingSetting;;3;The method validate() has 121 lines of code. Current threshold is set to 100. Avoid really long methods.;The method validate() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.2.0.0;2013-04-28;2016-03-02
786;1;0;upload\admin\controller\setting\store.php;179;870;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerSettingStore;;3;The method getForm() has 692 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getForm() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
795;1;17;upload\admin\controller\shipping\auspost.php;5;149;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerShippingAusPost;;3;The method index() has 145 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.3.0.0;2013-04-28;2016-07-30
800;1;17;upload\admin\controller\shipping\citylink.php;5;113;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerShippingCitylink;;3;The method index() has 109 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.3.0.0;2013-04-28;2016-07-30
805;1;17;upload\admin\controller\shipping\fedex.php;5;363;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerShippingFedex;;3;The method index() has 359 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.3.0.0;2013-04-28;2016-07-30
808;1;17;upload\admin\controller\shipping\flat.php;5;111;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerShippingFlat;;3;The method index() has 107 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.3.0.0;2013-04-28;2016-07-30
813;1;17;upload\admin\controller\shipping\item.php;5;111;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerShippingItem;;3;The method index() has 107 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.3.0.0;2013-04-28;2016-07-30
818;1;17;upload\admin\controller\shipping\parcelforce_48.php;5;147;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerShippingParcelforce48;;3;The method index() has 143 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.3.0.0;2013-04-28;2016-07-30
826;1;17;upload\admin\controller\shipping\royal_mail.php;5;451;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerShippingRoyalMail;;3;The method index() has 447 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.3.0.0;2013-04-28;2016-07-30
832;1;17;upload\admin\controller\shipping\ups.php;5;766;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerShippingUPS;;3;The method index() has 762 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.3.0.0;2013-04-28;2016-07-30
840;1;17;upload\admin\controller\shipping\usps.php;5;527;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerShippingUsps;;3;The method index() has 523 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.3.0.0;2013-04-28;2016-07-30
845;1;17;upload\admin\controller\shipping\weight.php;5;115;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerShippingWeight;;3;The method index() has 111 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.3.0.0;2013-04-28;2016-07-30
856;1;17;upload\admin\controller\total\handling.php;5;106;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerTotalHandling;;3;The method index() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.3.0.0;2013-04-28;2016-07-30
859;1;17;upload\admin\controller\total\klarna_fee.php;5;124;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerTotalKlarnaFee;;3;The method index() has 120 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.3.0.0;2013-04-28;2016-07-30
862;1;17;upload\admin\controller\total\low_order_fee.php;5;106;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerTotalLowOrderFee;;3;The method index() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.3.0.0;2013-04-28;2016-07-30
880;1;0;upload\admin\controller\user\user.php;113;265;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerUserUser;;3;The method getList() has 153 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getList() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
884;1;0;upload\admin\controller\user\user.php;267;433;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerUserUser;;3;The method getForm() has 167 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getForm() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
893;1;0;upload\admin\controller\user\user_permission.php;113;259;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerUserUserPermission;;3;The method getList() has 147 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getList() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
897;1;0;upload\admin\controller\user\user_permission.php;261;384;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerUserUserPermission;;3;The method getForm() has 124 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getForm() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
939;1;0;upload\admin\model\catalog\product.php;3;118;ExcessiveMethodLength;Code Size Rules;#NAME?;ModelCatalogProduct;;3;The method addProduct() has 116 lines of code. Current threshold is set to 100. Avoid really long methods.;The method addProduct() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
944;1;0;upload\admin\model\catalog\product.php;120;263;ExcessiveMethodLength;Code Size Rules;#NAME?;ModelCatalogProduct;;3;The method editProduct() has 144 lines of code. Current threshold is set to 100. Avoid really long methods.;The method editProduct() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
983;1;0;upload\admin\model\localisation\language.php;3;176;ExcessiveMethodLength;Code Size Rules;#NAME?;ModelLocalisationLanguage;;3;The method addLanguage() has 174 lines of code. Current threshold is set to 100. Avoid really long methods.;The method addLanguage() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
1048;1;7;upload\admin\model\sale\order.php;3;144;ExcessiveMethodLength;Code Size Rules;#NAME?;ModelSaleOrder;;3;The method addOrder() has 142 lines of code. Current threshold is set to 100. Avoid really long methods.;The method addOrder() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1054;1;7;upload\admin\model\sale\order.php;146;274;ExcessiveMethodLength;Code Size Rules;#NAME?;ModelSaleOrder;;3;The method editOrder() has 129 lines of code. Current threshold is set to 100. Avoid really long methods.;The method editOrder() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1058;1;0;upload\admin\model\sale\order.php;306;462;ExcessiveMethodLength;Code Size Rules;#NAME?;ModelSaleOrder;;3;The method getOrder() has 157 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getOrder() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
1075;1;20;upload\admin\model\sale\voucher.php;72;178;ExcessiveMethodLength;Code Size Rules;#NAME?;ModelSaleVoucher;;3;The method sendVoucher() has 107 lines of code. Current threshold is set to 100. Avoid really long methods.;The method sendVoucher() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;3.0.0.0;2013-04-28;2017-06-19
1093;1;16;upload\catalog\controller\account\address.php;131;237;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountAddress;;3;The method getList() has 107 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getList() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.2.0.0;2013-04-28;2016-03-02
1097;1;0;upload\catalog\controller\account\address.php;239;496;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountAddress;;3;The method getForm() has 258 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getForm() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
1103;1;20;upload\catalog\controller\account\download.php;3;147;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountDownload;;3;The method index() has 145 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;3.0.0.0;2013-04-28;2017-06-19
1109;1;0;upload\catalog\controller\account\edit.php;5;153;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountEdit;;3;The method index() has 149 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
1114;1;20;upload\catalog\controller\account\forgotten.php;5;105;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountForgotten;;3;The method index() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;3.0.0.0;2013-04-28;2017-06-19
1119;1;0;upload\catalog\controller\account\login.php;5;198;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountLogin;;3;The method index() has 194 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
1127;1;16;upload\catalog\controller\account\order.php;5;145;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountOrder;;3;The method index() has 141 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.2.0.0;2013-04-28;2016-03-02
1131;1;0;upload\catalog\controller\account\order.php;147;441;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountOrder;;3;The method info() has 295 lines of code. Current threshold is set to 100. Avoid really long methods.;The method info() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
1138;1;0;upload\catalog\controller\account\register.php;5;350;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountRegister;;3;The method index() has 346 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
1142;1;7;upload\catalog\controller\account\register.php;352;452;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountRegister;;3;The method validate() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method validate() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1145;1;7;upload\catalog\controller\account\return.php;5;108;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountReturn;;3;The method index() has 104 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1148;1;0;upload\catalog\controller\account\return.php;110;297;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountReturn;;3;The method info() has 188 lines of code. Current threshold is set to 100. Avoid really long methods.;The method info() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
1152;1;7;upload\catalog\controller\account\return.php;299;567;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountReturn;;3;The method insert() has 269 lines of code. Current threshold is set to 100. Avoid really long methods.;The method insert() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1158;1;7;upload\catalog\controller\account\reward.php;3;105;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountReward;;3;The method index() has 103 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1161;1;7;upload\catalog\controller\account\transaction.php;3;103;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountTransaction;;3;The method index() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1165;1;0;upload\catalog\controller\account\voucher.php;5;180;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountVoucher;;3;The method index() has 176 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
1173;1;0;upload\catalog\controller\account\wishlist.php;3;143;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAccountWishList;;3;The method index() has 141 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
1180;1;20;upload\catalog\controller\affiliate\edit.php;5;261;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAffiliateEdit;;3;The method index() has 257 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;3.0.0.0;2013-04-28;2017-06-19
1185;1;20;upload\catalog\controller\affiliate\forgotten.php;5;105;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAffiliateForgotten;;3;The method index() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;3.0.0.0;2013-04-28;2017-06-19
1190;1;20;upload\catalog\controller\affiliate\login.php;5;116;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAffiliateLogin;;3;The method index() has 112 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;3.0.0.0;2013-04-28;2017-06-19
1199;1;20;upload\catalog\controller\affiliate\payment.php;5;162;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAffiliatePayment;;3;The method index() has 158 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;3.0.0.0;2013-04-28;2017-06-19
1204;1;0;upload\catalog\controller\affiliate\register.php;5;345;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAffiliateRegister;;3;The method index() has 341 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
1211;1;7;upload\catalog\controller\affiliate\transaction.php;3;103;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerAffiliateTransaction;;3;The method index() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1216;1;0;upload\catalog\controller\checkout\cart.php;5;424;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutCart;;3;The method index() has 420 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
1227;1;7;upload\catalog\controller\checkout\cart.php;597;717;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutCart;;3;The method quote() has 121 lines of code. Current threshold is set to 100. Avoid really long methods.;The method quote() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1234;1;0;upload\catalog\controller\checkout\confirm.php;3;395;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutConfirm;;3;The method index() has 393 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
1239;1;0;upload\catalog\controller\checkout\guest.php;3;162;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutGuest;;3;The method index() has 160 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
1243;1;7;upload\catalog\controller\checkout\guest.php;164;362;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutGuest;;3;The method validate() has 199 lines of code. Current threshold is set to 100. Avoid really long methods.;The method validate() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1250;1;7;upload\catalog\controller\checkout\guest_shipping.php;94;196;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutGuestShipping;;3;The method validate() has 103 lines of code. Current threshold is set to 100. Avoid really long methods.;The method validate() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1259;1;7;upload\catalog\controller\checkout\manual.php;3;582;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutManual;;3;The method index() has 580 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1266;1;7;upload\catalog\controller\checkout\payment_address.php;90;243;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutPaymentAddress;;3;The method validate() has 154 lines of code. Current threshold is set to 100. Avoid really long methods.;The method validate() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1270;1;0;upload\catalog\controller\checkout\payment_method.php;3;127;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutPaymentMethod;;3;The method index() has 125 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
1279;1;7;upload\catalog\controller\checkout\register.php;97;259;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutRegister;;3;The method validate() has 163 lines of code. Current threshold is set to 100. Avoid really long methods.;The method validate() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1284;1;7;upload\catalog\controller\checkout\shipping_address.php;64;185;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCheckoutShippingAddress;;3;The method validate() has 122 lines of code. Current threshold is set to 100. Avoid really long methods.;The method validate() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1309;1;20;upload\catalog\controller\common\header.php;3;143;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerCommonHeader;;3;The method index() has 141 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;3.0.0.0;2013-04-28;2017-06-19
1325;1;0;upload\catalog\controller\information\contact.php;5;128;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerInformationContact;;3;The method index() has 124 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;;2013-04-28;
1331;1;20;upload\catalog\controller\information\sitemap.php;3;114;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerInformationSitemap;;3;The method index() has 112 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;3.0.0.0;2013-04-28;2017-06-19
1340;1;7;upload\catalog\controller\module\cart.php;3;139;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerModuleCart;;3;The method index() has 137 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1366;1;17;upload\catalog\controller\payment\authorizenet_aim.php;45;178;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentAuthorizeNetAim;;3;The method send() has 134 lines of code. Current threshold is set to 100. Avoid really long methods.;The method send() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.3.0.0;2013-04-28;2016-07-30
1369;1;7;upload\catalog\controller\payment\authorizenet_sim.php;3;133;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentAuthorizeNetSim;;3;The method index() has 131 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1380;1;7;upload\catalog\controller\payment\google_checkout.php;117;228;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentGoogleCheckout;;3;The method callback() has 112 lines of code. Current threshold is set to 100. Avoid really long methods.;The method callback() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.0.0.0;2013-04-28;2014-10-01
1384;1;17;upload\catalog\controller\payment\klarna_account.php;3;286;ExcessiveMethodLength;Code Size Rules;#NAME?;ControllerPaymentKlarnaAccount;;3;The method index() has 284 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;1.5.5.1;2.3.0.0;2013-04-28;2016-07-30
